wikidata_id,phd_en,phd_de,phd_nl,phd_sv,phd_fr,phd_es,phd_it,phd_pt,phd_ru,phd_pl,phd_uk,phd_sr
Q649817,7.266028781304323,9.447871803829907,9.0565714540043,9.426381558275516,8.474552053807688,9.088252623609804,10.853274304568417,8.862745218036103,9.549065861040509,10.106418933822523,9.051749926122772,7.973480112425896
Q1414,9.785951001365609,8.866451875423877,9.164359343109863,9.105246162025546,8.406608817877297,8.848273766447774,8.563758037476752,8.984529571903028,9.436077247981057,9.713795347797818,8.906458793883456,7.618126181191524
Q531814,8.907593464352239,10.427339481446165,9.323481569045617,9.619258287830322,9.028597324913411,9.29406331134175,9.269330905618283,9.917163666411296,10.463613109436338,10.340508794103023,9.934172732530698,8.430268457584928
Q11682,7.620831533493125,9.483973566788986,8.630490388337199,9.490586972008133,7.840422952105342,7.68758074690056,8.338869074044192,7.635712254222517,9.927082742880359,9.107534423634695,8.332768679058516,7.334582738893892
Q162202,8.47113662528999,8.843000019725281,9.153958137310507,8.664190176681931,8.589458322217904,8.953502078266549,8.638638426426153,8.930878440547287,8.959262038810875,9.354649785825215,8.243154823095495,7.274662025076196
Q241218,9.010558333419404,10.853243632238605,9.411681221627578,10.178637633050911,8.14840062490235,9.337430273944635,9.641423121413302,9.266828981117488,10.468395331230115,10.400553004280987,9.199672246188415,8.64236049185043
Q6418,7.509439996260324,9.006407105322237,8.406956222195038,8.46908102598703,7.854826606529577,7.912050687612854,8.93281057772673,8.640799553326996,9.426475337536324,8.634129683587535,8.441758085481393,7.559701125478594
Q203033,8.373050013151516,8.919262279638286,8.128389423406096,7.7303320184642486,8.400532191597318,7.62363725346011,7.818690363321863,7.721999391568272,7.869139432451726,8.783808398425691,7.699734517889539,7.483840101966298
Q184903,8.662466107834023,9.918258094869362,9.294893606595906,9.325056201335398,8.699597891498406,10.019368251734855,9.149903945334737,9.554209465741875,9.084943378310852,9.808274481615754,9.814693840731358,8.324954877353528
Q1394,8.760633479489535,9.520247842447146,9.315711684247043,8.669906063354235,9.275040684794014,8.33542233447989,9.077358228583408,9.433752087543121,11.193508083516107,10.029262355843185,9.138806022263783,9.07191901033207
Q47906,7.707931429781472,8.90532512842836,8.316848070239422,8.124872207403481,8.485934596879954,8.28133761995227,8.817722976872737,8.210361145395366,8.324482816827862,8.460212858225722,8.479943505919037,7.450327965789307
Q181312,7.3278493059249845,7.6637515670261696,7.881793767937055,7.901633151155486,7.541611241049368,6.65385922424106,7.321402918356795,7.338277924330513,7.264368744486881,7.944048153480139,7.597613175589199,7.124391596769353
Q622424,8.02434352383528,8.913927005044611,8.475909949763432,7.924900690159889,8.155178800918526,7.9380668279775435,7.854754220902948,8.06344984600789,9.12210608756252,7.987921229758886,9.128619832392912,9.052094092054633
Q1035,9.250338446629568,10.140532866378166,10.40919077683166,8.783376911825764,8.723981895514118,9.100976780316202,9.657354157573565,9.312911960735342,7.576666712397304,9.865421352194296,7.700058756530481,8.044425993529146
Q155901,7.539024158489719,9.536845915942315,9.435109001298931,9.21501920782176,9.029753482194375,8.512362983105307,9.128220978358232,8.866047102819577,9.780818968244882,9.124626720525095,8.64507479050274,8.154289091828318
Q190209,7.810288249667447,8.908665058928378,8.098703817542372,8.435364142682854,7.229682057765465,7.5569877007912725,7.283767964761361,7.492898319842832,8.35890759983721,8.277852817857799,7.237113414319322,6.9586828530769855
Q79762,7.940417824150296,9.007036991460165,9.35081852813606,9.123501566235236,9.0696981228824,8.10486681470265,9.106012685124687,8.992815164834026,8.367217315563995,8.043940320232426,7.57923401851136,6.7920866966272335
Q747537,7.975785325795017,8.395926976942967,7.451874507820944,8.070147061995973,7.9913561210192645,7.426901192640646,7.745596636346168,7.004146182736008,8.329755742025245,7.977006810884766,7.829270181446977,7.597764408812262
Q815834,7.853472403904659,9.364194229510332,8.834464594267192,8.861470634147917,7.894644597880084,7.88225758180993,8.19046422099374,8.162336370290607,9.452393542829052,10.133870891220136,7.772436090729367,7.58041076282897
Q1781285,8.79298135893902,9.681444904010242,9.235332224861823,8.375683959636321,9.614324521284267,8.716163224753117,9.555222394556955,8.965086344665073,9.29059916132853,9.8050999043548,8.51188715261797,10.03084070564456
Q185085,8.46920685045656,8.865658791657458,8.472232347647648,8.503256441344067,8.0750234118201,8.284760658233175,9.002707530319116,8.549406772643454,9.08696119073813,8.970243175682999,9.067471347815927,8.422730455626022
Q43100,8.105138961732978,9.51885702385794,8.993275785083103,8.918147658550506,7.617434351717532,7.655746789906168,7.665164090290157,7.854584009955369,9.00499454228082,8.604879718207023,8.046566089751034,7.511487381250052
Q188983,7.073054979643682,8.958384931194317,8.164401605068624,7.778699658650907,7.674701865429743,7.931533765287283,7.46648419991379,7.672697935005356,8.973496905980392,8.045182637438298,8.182690456515886,7.021414595118412
Q216640,9.017472731843144,8.867967465006807,9.19859338390902,9.244810268635202,8.301208184263897,8.704183763644858,8.761139983968306,8.764334216825514,9.776418266120576,8.939730667660218,8.702792917315676,8.723405019109519
Q663673,8.10117285659538,8.556756146024924,8.893529506816972,7.61636440801406,8.69493422511139,6.919493560720826,7.832612556227938,8.381542144087616,9.125791513225908,8.851145539475226,8.428470442819165,6.586232421903306
Q189800,9.04182578118848,9.431263208084895,9.271476306712325,9.268251414684904,8.910639360526474,8.89496059034088,9.78712357747281,9.319486342977758,9.663658751657882,10.279582226787737,8.584428095840694,8.493983608740498
Q202298,7.905008715758165,9.174726479078096,8.585304329869127,9.253571845231093,8.19957186647708,8.041041531785647,8.079923343832652,7.743481399026859,8.474843655651048,8.758958736930044,7.550398214988567,6.883181226712844
Q48,8.830623435947404,10.075549484890466,10.017226314554575,9.211244117802359,8.601386525729433,8.435748369573039,9.324426291967832,8.446138960940413,10.42805444591274,10.105747752736281,8.440858134741502,8.982368279217155
Q4525785,6.994091346581459,8.37591810182213,7.445342191644602,7.88121500289445,7.615209643146146,7.022932690747375,6.8256747581123625,7.342687681374106,6.902282230362569,7.794858948971492,8.562616816775556,7.719062921696344
Q84165,8.293713732040437,9.162065823519285,8.909790361369607,9.165820211999996,8.097206725821327,8.031691439266995,8.120819372319566,8.095993766865982,9.50803138343275,8.53339825618455,8.436250724582464,7.0577979601958845
Q23384,8.620916898230563,8.885346258942826,9.522007878196156,8.154207975998448,9.232545971765841,8.804727375554272,8.601287006871983,9.389897146065165,9.574995247497117,9.31047893136075,8.715050490040742,8.698099610977673
Q977,7.283714745515512,8.552923766124518,8.693676564456249,8.21164730332235,8.138707879965008,8.567043373004008,8.208909232330823,8.791251295428403,8.39056982723492,9.312912782072143,7.503313513246403,7.115750329884548
Q569869,8.620490714487364,10.069893991682635,9.594771145826531,9.236259660671273,8.99738561107948,9.318423064286664,9.005622081864166,9.072831979784143,10.529664192118203,10.862469336292246,9.689150764418205,8.705708230690357
Q409793,7.651156452796656,9.186418377590421,8.590802585959967,8.39350475416456,8.162079814469244,8.166113189644555,9.242892491989995,8.54745442515179,8.816349913028802,9.718722716020807,8.823695250690403,7.955924918815451
Q132518,9.104201384667801,10.415867492035321,10.767528283127385,10.252398458401824,8.844594345910883,9.939063690963888,10.019306254388471,9.24280287226294,11.133384206939416,10.946665047125052,10.39683588169654,9.321296164049825
Q33837,7.384565034997116,8.322282177805624,7.845693533698272,8.154009235850708,7.0680211168303115,7.486793475199643,7.352752333535765,7.3896584310910844,7.621793298934845,8.482935435181993,7.049702164527752,7.674092891547189
Q147235,9.059997411112132,10.867089939141708,10.263712035644485,9.714167309220588,9.270375347340906,8.634662582973382,10.494153220063787,9.115304144964533,10.677110286914354,10.085585810413129,8.820986608319636,8.728871965953925
Q11436,8.945237160169254,8.525669670030098,7.830450936468199,9.329977436520386,9.109342896114761,9.135014644268324,8.847796936717865,9.962425458956941,10.463482147336485,8.936884397439746,8.879873112171788,9.375970167819151
Q36368,7.660949050200442,8.613813907830991,9.223511071873089,8.616858078914499,8.187779725572792,7.078489208135247,7.9454899640535865,7.534256541478164,8.019828719221568,8.42238461979758,6.452003498646176,7.2767198214384665
Q485679,7.121869261964168,7.752985969443324,7.406505262068724,7.413543672243541,7.447578711505516,7.45785448221666,7.0525207995887875,7.19731754811692,7.413875356310533,7.462713368059509,7.060548520348481,7.077904901744238
Q28406836,8.054915390471391,9.743676449896352,8.748466289963954,8.875657544974693,8.173894009184927,7.780244768132368,8.317861769767728,8.003750872151505,9.86649988376821,8.810971642694103,8.889847390573326,9.019795420523012
Q215010,8.7861128176549,9.402553770739075,9.96798608508444,9.897975937693426,8.603679929163183,8.764531694986225,8.829565024055197,8.868048249304003,9.86510421691594,10.208094957031337,8.439396583554924,8.486787367756106
Q41137,7.674022403298297,9.36397780185062,8.455470265652846,9.460569930536511,7.7485378607432525,7.971183796194169,8.037994751542076,8.301561379438825,8.495994731610493,8.502116880612606,7.572651266842985,8.740979401099409
Q170355,7.665987751564074,8.993764558912344,9.125736536580495,8.992468343931176,7.268622790233758,7.201991870297382,7.3954862587113315,7.167422458636071,7.661398723810917,7.7243220173908895,7.054517546889225,7.8040078719964665
Q6221,8.976161549613682,9.2886629796226,9.429414926039383,8.714466222352799,9.318089122745496,8.766074623374228,9.024030226661315,8.949359392408153,8.997816938574362,8.250526047384156,9.382458804566184,8.327729332427053
Q173680,7.151735371952194,7.573881765613849,7.755060764447543,7.602231716362872,7.594025367834089,8.203590000062576,8.894402529286687,7.68631564582599,8.937684501515749,7.817579190938158,7.3413571194974425,6.945901899619082
Q1454799,9.271863589096675,11.407985413437572,9.630051871323513,8.88213007306458,9.573954900032728,10.003939693629862,9.334739674213191,9.79164663534635,9.543184778718668,10.489424020470784,7.932666640712849,6.718003735138564
Q9174,8.207141234069502,9.492796684263677,10.065129805792694,10.798675318188273,8.865603163888037,8.801959240544589,8.717966594432173,9.817905499092587,9.199261498445152,9.286149149944551,8.264991183048155,8.154517255669525
Q205764,7.529413810262887,9.275695580592446,9.48076432591364,9.0476258020368,7.2386363435125,7.815669058052334,7.7581781888420105,8.749632714643727,8.688464465861792,8.314765193239909,7.969136782423168,7.746882924056308
Q194417,8.351695986422513,8.631682841420005,9.721304323208367,7.172659186017421,7.498459549162386,7.893654178181514,7.6967505743598705,8.628336772653205,8.70642742259144,8.50828087410518,7.496467876198804,7.00657782899534
Q162362,9.116377887802905,9.15861457328317,9.76987849440864,8.319783947206394,7.310829654623568,8.116398696576718,8.033329278082071,8.240923335087503,8.466908294155468,9.68071553163981,8.537978372992477,8.390485945875467
Q8084,8.645793611457817,8.45976468107102,8.283920905793645,7.956801803200017,8.230217335546014,7.637926767153447,8.497615169859326,7.983975034541001,8.16140951019484,9.34917733799308,7.943883463266905,8.478092770179645
Q131156,7.4228540554905535,8.306053597195053,8.31417055916845,8.874946931174513,8.373485259621543,8.254290354203896,7.6190414563796525,8.366460914518823,9.703181325788943,9.588484535070005,8.3989794416702,7.733685553224422
Q11419,8.438813582084872,9.096781854870287,9.105618887091905,9.110060202624123,8.390533318133734,7.811551845167687,8.698285193512532,9.033778035165826,9.44054056292118,8.89118050357957,8.002433233296605,8.174411015661752
Q185576,8.568228847665171,8.291949353456625,8.47772196202976,7.816034447872576,7.8708729335412,6.546109355614855,6.96170997856357,7.327866143184934,8.14728565614265,9.557624045970751,7.807436981902662,7.40718800061214
Q82339,8.820491627280692,11.289843123433647,12.120262844659683,9.148125381202275,9.788188579964396,8.78790529890535,9.426369442590774,9.520886007335225,8.260939031167402,9.592550802528635,8.325850198756106,7.579721488669585
Q5747,6.690296906817655,7.512062905612622,8.493905072445912,7.3697860710860965,7.7712789373793045,7.729603290205173,7.251714210116739,7.660700628193664,7.936006521306839,7.838182190725862,7.782229513747427,7.961731315111407
Q152529,8.217265052970737,8.407006750273334,7.969987933902622,8.065335831086495,7.137361436979375,7.873408622128588,7.0358518145472235,6.722286605004758,7.928749545416556,8.737677183199246,8.191867516247836,8.173066701724364
Q81392,8.965929875139524,9.904002411438643,8.818315590296883,9.86947001030821,9.037829647710963,8.693104714007578,7.993636447432395,8.070345707419984,9.072251535561895,8.833331438878922,8.718871759621504,8.467670823992073
Q199962,6.6414084992357285,8.793949447206998,8.888085691606298,7.940949161678426,7.504030613668085,7.102625492436234,7.869796047819335,7.588062975494024,8.02504222544965,8.348747041992082,7.500116458672107,7.998404541104052
Q241,8.519316681214464,8.526713967791679,9.441563748995176,8.441045662763678,9.271590457904674,9.184361093084132,8.73472129025377,8.553613194268111,9.256116832885938,9.618159171978249,8.347878249987566,8.852073161181686
Q11613,8.840035230227855,9.083769355837068,8.488667383447654,8.772509595810845,8.395221207430929,8.817715274224685,10.049475368670599,8.765575064097336,8.848116391699135,9.459182862123017,8.277638571523639,7.726247465340899
Q193462,9.224933881991962,9.575940996125073,9.846321903565796,10.585968688604657,9.563794894187437,9.594236251984587,9.919533109496342,9.093180399806926,10.318240780572788,10.196160897042967,8.893987210953952,8.140533757633785
Q607081,8.485861757702422,9.030060124896313,8.87249757986006,9.013800669107448,8.37007452759806,8.145008779766123,9.063116694694111,8.11549376802192,8.818894646303876,8.087909094863917,7.56977901178455,7.294096421283723
Q11829,7.681856890093316,8.425845641160182,8.321781521048912,8.464045357536305,8.106834978966535,7.853606718135582,8.138350381124468,8.025800336332132,7.395445837754792,8.397570868174302,7.361794640493607,7.090893015116026
Q41568,8.509539155879027,11.363108610025767,9.539335502140721,10.150475679029295,9.159580476091937,10.304821307823618,10.198739759699338,8.884888981291057,11.427695365351056,10.10995483078534,9.17697363227292,9.063555351783519
Q186323,8.99741421737635,10.981967313070836,10.580184612888235,10.680611106593213,9.951206148493226,10.817382478952313,10.12052855365078,10.659124249484858,11.164171737739071,11.99054130454949,9.382321120788339,8.403826485333438
Q648116,8.140692192161323,8.625745862466427,9.270195996708045,9.234489001590436,8.913273074916496,8.036585484328269,8.536067083474885,9.100896465955817,9.505466453366159,10.536915987767665,8.826781626191371,8.007051930166764
Q4152,7.1847060504706945,10.309097891259572,8.837910899505978,8.87239010667893,8.04877163201668,7.857101452457573,9.005242181867818,7.847527654661089,8.449895215636861,9.768045332213552,9.841670866055695,8.229782927527213
Q57076990,8.873579214228025,9.123306406951851,10.509554658231533,9.58752208965458,8.158322027291746,8.474245725005252,9.26188537036815,9.717683792187772,10.723429880605833,9.352512015991755,10.668496202724517,8.664591563118288
Q80966,8.06860745236964,9.348962542377535,8.402182140566083,8.800744021981794,8.287336002599666,8.226224045534245,8.70896037139462,8.785793155518318,8.748890052195332,9.72993917676038,8.449296766296978,7.463307647633031
Q26303,7.931587363976067,8.120736385458763,7.998129448924988,8.614922839567818,8.243819340693676,7.653399800009934,8.819435676116942,8.14770936929607,8.206789628166833,8.77306584676863,7.582992174800477,7.64542447548244
Q99654,7.445049346930109,7.735545370257739,7.916507489347408,7.78946127630785,7.98952205487998,7.489261049643618,7.4500555155804165,7.317128659009852,7.808505720809438,8.308165882754244,7.41696541628259,7.642102339897632
Q217405,9.501316551748715,9.844590602143755,10.24694883178988,10.663085156527965,9.185126105334536,9.192869789545647,9.260100707366943,9.446251117418724,9.656016773326485,9.884221762405748,8.336984140512952,8.208342489942476
Q178869,8.838218563108352,9.87074755294855,11.046823449319472,11.288118150416672,10.395144855145176,10.00815280810422,9.712379440132874,10.608638934689441,9.6783620453125,10.18678601354905,9.265321269278855,9.251009940675935
Q49747,8.529313024848635,9.320422547301659,9.575633630745461,9.479648271110918,8.721937087079425,8.86851966750789,10.057576280748014,9.730920340648014,9.705437311095496,10.348490096732007,9.548586136235762,8.898137523715947
Q48584,8.614106241195449,9.665260537729631,9.135286649233155,8.920517919983899,8.1719205503262,8.43899133620613,8.247412608745568,8.983685681884172,9.75307350071275,9.634566910647003,9.852385549725556,9.143457275663964
Q72303,7.871645634940537,7.856922447947509,7.1856633731257835,7.4432359339823755,7.394771063994762,7.314655471295629,7.818891348782405,7.279114349369223,8.234182334097357,8.754805961418183,7.23891889336053,7.51924013116613
Q172858,8.405751349085145,8.31422861935984,7.835917349144541,7.742004178628111,6.826170249744553,7.804344505040447,7.6141630910215135,8.015612566788729,8.624497727696067,7.95843981557484,7.607963920859087,6.397361485678282
Q202404,6.4289270813313495,9.1872157612676,8.347364259465914,8.13179782125584,7.750741445894235,7.479664501706939,7.503795526914001,7.201779756557301,8.085651634211533,8.76910455435418,8.037242555957965,7.454187301513049
Q31057,9.191571060831585,10.221695810078097,9.15928672858219,10.090040158203765,8.3462475985425,8.70100264038887,8.895883133925134,9.062415535491155,9.72443306953168,9.978144533069669,8.477358279212117,7.402339315972479
Q237484,9.516678704865512,10.158718214021082,9.477388128430395,9.939550683639693,8.537939941205476,8.881443633310477,8.491405803018722,9.770737066730856,11.152631197554824,11.234090618619684,8.056740151253232,8.29615108727758
Q1138524,7.241736480581905,8.13788866364394,7.932465785235182,7.5583572693322445,7.122971424254195,6.28740327272864,7.094999681485253,7.4923255250153185,7.915823810821471,7.565119277224577,7.94470494936365,6.986620269505868
Q1988505,7.053162828553018,7.588344545761789,6.83612908508571,6.812388526435118,6.800634434758855,7.858445754336132,7.1446926319387325,7.1834069738573,7.756670965534786,7.935774005945829,8.39248259859103,6.624381499044332
Q139849,8.393180632939876,8.043612041784536,8.202683898410125,8.982039042712403,7.899157201660554,7.564517879667188,8.60016847908081,7.927294826126113,9.172030200619133,9.191938075419337,8.265137949800224,7.948380476189184
Q185676,7.713478777059386,8.380176969041525,8.378130685372362,9.212316162253268,8.912315703287952,8.179457298036244,8.629335100864242,8.597022804580174,10.02881940821507,8.940685062986125,8.446635242497157,8.934537919101736
Q352,8.118452486803042,8.86849041035007,8.703686156910434,8.634104283943712,8.025090745387502,7.859191211718242,9.147936730866043,7.999996985359679,8.042869220968807,9.102476370632973,7.912277365293414,6.609009858633411
Q180089,8.605602967269624,8.910191706770902,10.009274125232272,8.98018084473415,8.692198878043158,8.858549812027912,8.432761134095657,8.929750701566338,9.90284806967939,10.415212324051689,8.64883633937583,7.929769230491185
Q80019,7.959254068165668,9.17855031889373,8.729872366969632,8.401520650738366,7.675270372265524,7.818799740878129,8.083273331287868,7.8991068323561695,9.526110781323666,9.286615430337744,7.648819159940257,7.872012286732235
Q103955,8.244677721112533,11.954401783226881,9.621483299563595,9.509883930892572,9.304789277540728,9.836118094375529,9.880868125103236,9.504146545776862,10.756134048479268,11.819973442569136,9.714915680808993,8.662429841825137
Q202864,8.589446690165666,8.656729780017281,10.15313658375401,9.605652036222898,7.8582738493732815,7.424279511531997,7.729675752321099,7.928395591082594,7.967113859529241,9.515605565393848,8.30881200356267,7.3363198080205025
Q464512,8.649059845172253,9.650893158523939,8.79292745717216,11.51674076600387,8.912998192704725,9.444386542424843,8.958130090350881,9.36986893823009,9.751495602592788,9.197479809996207,8.921798665258468,8.27321241403064
Q47293,7.186111194113803,7.409035186903952,8.449883514957525,8.370732056503883,7.3139782512249765,7.581541433198136,7.530888029524299,6.918138154474121,7.919795502184175,7.942236491308052,7.427457886436086,6.567931500401568
Q210872,7.986711330792435,8.862358440448817,8.436181388166242,8.726178459307627,7.929317261012722,8.356666484597612,8.173331483467274,8.334608066605421,10.078590730523368,9.820810313455791,9.956049559417442,7.945390631828754
Q40133,7.907665082507841,10.23764150996,9.750836568136785,9.19609903521094,8.38248372574886,8.251287141268007,8.959008116428109,8.813519642427696,11.532127750406612,9.514887509803605,9.0120320683012,8.748501851308072
Q203179,8.876544166476375,9.605714780328613,8.639431421708393,9.165502768716536,7.495819242357314,8.03058546702363,7.8269652848703775,7.792295795278541,8.084029454592411,8.489744532826387,7.941064326036928,7.288367931722403
Q7013,7.518205365344669,9.24611260959356,8.884352186341683,9.055997699717148,8.614979328396064,8.673365384375897,8.836768415131594,8.971764170722738,8.841715620573282,9.045650627051543,8.673137529077417,8.23060841231327
Q5151,9.941449046833,10.233596363152603,8.954871898704704,8.663590321571103,7.914363536819813,8.718539549145405,8.425748655643295,8.184847441255332,9.209330955386026,9.05737390105984,8.07814441467874,8.086401455276214
Q185612,8.072195263825622,7.898842496431493,9.902592482578731,8.54716108949637,8.20345683810262,7.895814843583057,7.52447686900454,7.993350214054678,7.909704244901784,8.979037745309622,7.588400690541874,7.690754369759013
Q78473,7.045466871518607,7.459922011362215,7.685675998802124,8.331203268490276,7.468184103268854,7.2510085313373525,7.61594814009729,7.2310177609003405,8.335234883165977,7.908776582666496,8.210487382494039,7.410068408187973
Q11922,7.743384865904543,9.051558839306452,8.337127257665085,8.829423962388056,7.974796377734459,8.300737285991296,8.75518848339521,9.266504270840022,8.433104273883956,9.326992875493715,8.480595779571546,7.5025442419411155
Q207,7.663964759639923,9.039983538663284,8.37831904196167,8.286281002100225,7.986037835883714,7.6362151948578285,8.680620785570573,8.757228362563918,7.776272620495123,8.458171022574296,8.400689091277327,7.500929283332368
Q9368,8.155455473645425,8.339001547532135,8.924665950415466,8.977796306663839,8.111435202464307,7.497383067718914,7.981602192479675,8.075162124921826,10.085443884761379,8.304733759010048,9.123410690849587,9.336820452951821
Q742,8.353618762396401,9.564240169445094,8.950800660290886,9.69210342183873,9.153542574442433,9.457320931891344,10.237678359724168,10.864752919336693,9.964313764286082,9.606076903790589,8.818386030325188,8.5075704309667
Q44860,8.110379829276601,8.615972119581153,9.425353151270967,8.31455326321884,8.972711842862962,7.6666309891520585,8.975229393172013,9.401227580320969,8.969593957583662,9.13855664360696,8.034899979159162,7.757364401598912
Q11547,9.169296269629104,9.157109815805084,9.63250430785277,8.303489436474816,7.082270491155178,7.648184776955716,8.480499008125824,7.776543027946202,8.358899005996367,8.504021471505625,8.143545780001642,7.877670301793787
Q849194,8.593940913882479,9.282764815023478,10.126163199349394,9.481764905788904,8.305962787253897,9.119492019735029,8.575177704473521,8.221698949157897,9.866187634068565,9.854450765375454,8.259296028808906,9.506797271214223
Q160714,8.900115207699224,12.26278801745917,10.57526232740641,10.437415996647806,10.15695974475186,9.993678269451804,10.548773357485882,10.51147928089764,12.07652332230179,12.061258176073823,8.567615864941983,7.319691661954225
Q35216,10.137513566947419,8.641207166836361,9.772999894736605,9.857698158933724,9.676077900048561,10.275738285932068,9.53003914584914,9.542680321551389,12.133012019418155,10.298341028296685,8.156260558572948,7.839797639155748
Q153670,8.102998666878381,9.726790741021007,8.990392014482865,8.828098328435175,8.726310086593964,8.986162400558774,9.503508208857504,8.480419772075946,9.316049284259519,10.155199268073535,8.857642283936151,7.737474601489784
Q76730,8.031570457491593,9.354304863464414,9.25671762264078,9.044461047810287,8.35439997513882,9.8011836584631,9.039334184611194,8.703965000917384,8.10123994833467,8.697427835398276,8.20952086640885,7.973428842249871
Q164963,8.570871797696524,9.648429822196618,8.956389169846737,9.12038304059973,8.78407803988687,8.459632607456198,9.09503349532928,8.06408871842651,9.60849821483303,10.869130395466158,8.30316683619683,7.479555462747875
Q13634114,7.1542627386492486,7.132966477228175,8.475093651362272,7.4324858302249,6.45522203509394,6.372723592242113,6.737616086595907,6.943533802375452,7.082135152058177,7.957303857578806,7.291359005827782,7.045086724958952
Q47075,9.873084144523347,10.933256510562483,10.316136735944692,9.327401036890736,9.39838221847835,8.895101337518911,10.877202538000162,8.855027560707832,9.356510950282878,9.600954490449247,9.779923059845936,8.884220052763377
Q10435,9.058655175678739,9.387876672148874,9.321777450365737,9.274483858761432,8.90660916370045,8.779993796298362,8.728127993986467,9.154687726622681,9.723423251733474,8.457393791712613,8.583228918415049,7.964334860235218
Q78987,7.395576488621341,8.326593967608575,7.868032525241746,8.394714959509693,7.793364945114214,6.776786753522136,7.42222281093497,6.853387274340451,7.973288007865093,8.12841542598847,7.141906876067852,7.323592019755698
Q1022,8.869122107787783,10.15866455678704,10.400906651967729,9.473581336615688,9.866745955875732,10.868833422938962,9.500386990672252,9.620033009061949,10.882017165560109,11.42226039732322,10.047145433631464,8.715420714059286
Q47950,8.055484947328436,8.59011967419914,8.938618903116767,8.441327907300956,7.873966932323313,8.029830283052437,8.831199680726296,7.765281816778013,10.219543186053295,8.89933109354082,8.28116010045195,8.41616388809698
Q82996,7.821098619101746,8.159358537060154,7.6756876896471224,9.264119591319298,8.847859150802904,8.160335650685546,9.439576716470196,8.651588144096173,8.879613977142464,8.712369260016356,8.754373492316882,8.535859427501949
Q7836,9.47948907996458,9.863303099540646,10.01569999434883,8.575055118170214,9.317377280081075,9.905055502745329,9.054443383577627,9.280939527631977,9.53120640909295,9.531178078354547,7.966822924605388,7.6357741691471235
