wikidata_id,phd_romance,phd_germanic,phd_slavic
Q2126,10.098718564604493,9.750169428747167,8.672118023809848
Q75507,7.356070545969507,7.79834073469155,7.819453587653405
Q2814,8.26683355416679,8.90943095356366,8.628217498417397
Q212180,8.899844146651672,9.723408292011776,10.368469020654558
Q43708,7.639276620116956,8.217255160857267,8.76066738418859
Q7590,9.427271772249236,9.351722572721478,9.604308466897537
Q170513,7.622601849171412,7.940400229975973,8.6021209919255
Q22686,8.699825305971702,8.429265873148687,8.27015595618137
Q238955,9.018321580193433,9.100896204119252,9.302718536270824
Q211935,7.983509680288062,9.028694266326097,8.45010711798042
Q152127,8.66660417309143,9.27297981704967,8.663206530718544
Q23556,8.67996238676135,9.16444171326988,8.883239365955136
Q239909,8.35960420341955,8.163892527187087,8.14317721628489
Q275169,8.549799826802124,8.312653294648085,8.425663061797511
Q409672,7.2295998752105595,7.829219857225341,8.310699746690283
Q380436,8.06227675618641,7.672303821612969,8.27683279059202
Q186649,8.664782221673779,8.431702862439106,9.137261773569374
Q5785,9.123030454027225,9.582252288512008,9.360645198393708
Q9021,9.019829856911162,9.457861660825055,9.060092221758076
Q276223,7.945516428243321,8.381716733342625,8.597713442679158
Q171552,8.522839181075494,8.93196735552366,7.981308552281207
Q58031,9.093266484092094,8.999424460570818,9.233689427465148
Q154242,8.50683542087761,8.618610257311898,8.602840409577386
Q190837,8.138578318460887,8.567334040752037,8.379639829678744
Q224069,9.292020719530266,9.814842622792277,9.40549862119315
Q172271,8.671923352784725,8.847157523957735,8.216365002710077
Q817281,7.302561756702602,8.188235654818637,7.127099111901144
Q2841,9.812891786392614,9.886803735123248,10.27004156584875
Q462,10.030165896199339,9.904805359996711,10.525496456631558
Q60070,8.394587925553271,8.803951581334433,8.480982251695737
Q645858,8.976542244339935,8.600308442320904,8.9424988021138
Q220890,10.35757355400518,9.870519238522736,9.490495579181832
Q192,8.739376819225596,8.521182483394258,8.160698683188416
Q382864,10.29807232908623,10.79748511865293,9.415365736744592
Q188799,8.132385397240766,8.664819866960634,8.797163551474085
Q33959,9.398364434888784,9.199824345035616,9.55645529598051
Q37594,6.775815501201732,7.670851273041155,7.612012765471212
Q14332,6.054380816754991,7.4985364170159166,6.926805442866662
Q80048,7.9008391412610095,8.409001071649516,8.095226797315327
Q43287,7.620399585808562,8.42519507663904,8.088062659436801
Q43004,8.266432172076735,8.900147951893679,9.353219684239937
Q43974,9.156922308542637,9.11087278342529,8.694819397606292
Q8577,6.827474087731016,8.70098500653652,7.4282460967843225
Q158895,7.364698647398211,8.154630386222243,7.398987544237013
Q201766,6.396425342349037,7.0789419002814,7.3967726394143085
Q460756,8.62131115858667,8.292124321209352,8.152453607708491
Q43669,7.772785940611287,8.705760387602927,7.7606223426218275
Q40730,7.0031707399309795,7.281034703677337,7.264084185130912
Q25,7.32750889967062,8.410867149386426,7.983197604868607
Q54274,9.567403794688882,10.142854274677646,9.196175068285948
Q170304,8.738971142666035,9.093472925948248,8.660680227486058
Q192615,7.312741595687363,8.00407166684295,7.605646083960437
Q128446,9.118912541306354,9.215854581082462,8.931166932078709
Q19960532,6.85942025413849,7.845397908342814,8.180599767625612
Q164546,8.259280304461019,8.349140609265081,8.485905829996033
Q3341285,8.768361693811926,8.139642968022772,8.051815683789178
Q193677,9.26168243712032,10.027671876692525,8.624104994122026
Q421084,8.418799080060602,9.437499592439806,8.614434418242602
Q11448,8.308051283529581,8.801333122073304,8.516932577378643
Q188411,9.817922394144537,10.205273837595126,9.410113491891408
Q11980,8.132724744647618,8.874744832466398,8.382293359458679
Q132265,9.078297836078637,9.759262869277034,9.761296792351214
Q130905,7.145832639241062,8.24564620400482,7.311414074911773
Q13498,8.488625851106148,8.431223525787624,8.725853511369962
Q193108,9.855420032667372,10.07214430173379,9.320922051058755
Q485048,8.871002353447636,9.744709184872118,8.664325985654711
Q801,8.468124025592653,8.339136005166779,8.228948936042872
Q428,7.867536026991385,8.244132961260028,8.358650254462756
Q208549,7.72656172333504,8.255490693529072,7.580409866235455
Q179625,8.726242409931622,9.057513746686379,9.238242132833523
Q464014,8.438920411740376,9.355538244752754,9.241965074525378
Q9333,7.88245480545444,8.195918410439191,8.036109309003033
Q545417,9.541693181286686,9.461609861683844,9.094653639308731
Q45931,7.381487990926504,8.521057129563989,8.331342048714184
Q49017,8.681151059772134,8.626731457136499,9.272894282495175
Q10886,9.170701600571832,9.267367774911833,9.100084578984402
Q207604,7.505629369749135,7.978405833365263,7.261809181273249
Q82414,7.215664690271531,8.274634325356944,8.043370383525788
Q207885,8.919244289521995,9.166039606398776,9.030725310631814
Q326240,7.7099783484667235,8.426441565740689,8.889420886035204
Q131508,8.131597853056867,9.166436901446298,8.513648303208825
Q131297,8.777013273153806,9.209305330114308,8.74177178943071
Q12192,8.462006082556897,8.602480888405523,8.938679423807436
Q1008,8.047081843032249,8.204860588107575,8.23567555852714
Q6607,8.453937292314821,8.849716975186837,8.647637269418297
Q262,8.29988374159241,8.515695990339513,8.50006473230324
Q131658,8.831794311777143,9.554282839774636,8.84886930270816
